STORAGE_GEN_BLD_YRS_1,STORAGE_GEN_BLD_YRS_2,BuildStorageEnergy
BASN_batteries_1,2020,1.0
BASN_batteries_1,2021,425.0
BASN_batteries_1,2022,300.0
BASN_batteries_1,2023,1469.6
CANO_batteries_1,2012,
CANO_batteries_1,2017,1.0
CANO_batteries_1,2018,0.9
CANO_batteries_1,2019,1.3
CANO_batteries_1,2020,6.9
CANO_batteries_1,2021,2480.8
CANO_batteries_1,2022,2411.8
CANO_batteries_1,2023,4284.0
CANO_batteries_1,2024,1516.0
CANO_hydroelectric_pumped_storage_1,1967,4761.6
CANO_hydroelectric_pumped_storage_1,1968,6747.15
CANO_hydroelectric_pumped_storage_1,1969,1900.3
CANO_hydroelectric_pumped_storage_1,1984,18786.0
CANO_hydroelectric_pumped_storage_1,1987,3096.9
CASO_batteries_1,2012,
CASO_batteries_1,2014,
CASO_batteries_1,2015,22.0
CASO_batteries_1,2016,265.6
CASO_batteries_1,2017,183.5
CASO_batteries_1,2018,237.6
CASO_batteries_1,2019,81.5
CASO_batteries_1,2020,688.45
CASO_batteries_1,2021,5321.15
CASO_batteries_1,2022,5884.5
CASO_batteries_1,2023,12486.8
CASO_batteries_1,2024,8651.6
CASO_batteries_1,2026,380.0
CASO_hydroelectric_pumped_storage_1,1973,4192.75
CASO_hydroelectric_pumped_storage_1,1974,4192.75
CASO_hydroelectric_pumped_storage_1,1977,8385.5
CASO_hydroelectric_pumped_storage_1,1978,8385.5
CASO_hydroelectric_pumped_storage_1,2012,651.0
FRCC_batteries_1,2017,26.1
FRCC_batteries_1,2018,28.0
FRCC_batteries_1,2019,43.8
FRCC_batteries_1,2021,978.1
FRCC_batteries_1,2022,13.8
FRCC_batteries_1,2023,39.6
ISNE_batteries_1,2015,4.0
ISNE_batteries_1,2016,34.0
ISNE_batteries_1,2017,7.6
ISNE_batteries_1,2018,8.2
ISNE_batteries_1,2019,85.0
ISNE_batteries_1,2020,110.4
ISNE_batteries_1,2021,245.9
ISNE_batteries_1,2022,130.7
ISNE_batteries_1,2023,86.7
ISNE_batteries_1,2024,48.8
ISNE_hydroelectric_pumped_storage_1,1928,
ISNE_hydroelectric_pumped_storage_1,1929,
ISNE_hydroelectric_pumped_storage_1,1972,4526.0
ISNE_hydroelectric_pumped_storage_1,1973,13578.0
ISNE_hydroelectric_pumped_storage_1,1974,9300.0
MISC_batteries_1,2016,40.0
MISC_batteries_1,2017,0.5
MISC_batteries_1,2019,9.6
MISC_batteries_1,2020,10.0
MISC_hydroelectric_pumped_storage_1,1963,6820.0
MISC_hydroelectric_pumped_storage_1,1984,480.5
MISE_batteries_1,2018,1.0
MISE_batteries_1,2021,0.5
MISE_hydroelectric_pumped_storage_1,1973,31728.5
MISS_batteries_1,2016,0.5
MISS_batteries_1,2022,30.0
MISW_batteries_1,2018,34.0
MISW_batteries_1,2020,0.6
MISW_batteries_1,2021,2.9
MISW_batteries_1,2022,13.4
MISW_batteries_1,2023,12.0
NWPP_batteries_1,2013,
NWPP_batteries_1,2015,2.0
NWPP_batteries_1,2016,6.0
NWPP_batteries_1,2020,4.0
NWPP_batteries_1,2021,1.4
NWPP_batteries_1,2022,120.0
NWPP_batteries_1,2025,200.0
NWPP_hydroelectric_pumped_storage_1,1973,1550.0
NWPP_hydroelectric_pumped_storage_1,1983,2487.75
NWPP_hydroelectric_pumped_storage_1,1984,829.25
NYCW_batteries_1,1970,
NYCW_batteries_1,1998,
NYCW_batteries_1,2018,40.0
NYCW_batteries_1,2019,40.0
NYCW_batteries_1,2021,12.0
NYCW_batteries_1,2023,15.0
NYCW_batteries_1,2024,9.8
NYUP_batteries_1,2017,1.3
NYUP_batteries_1,2018,4.2
NYUP_batteries_1,2019,68.4
NYUP_batteries_1,2020,38.3
NYUP_batteries_1,2021,64.7
NYUP_batteries_1,2022,127.5
NYUP_batteries_1,2023,90.0
NYUP_hydroelectric_pumped_storage_1,1961,930.0
NYUP_hydroelectric_pumped_storage_1,1962,2790.0
NYUP_hydroelectric_pumped_storage_1,1973,18059.050000000003
PJMC_batteries_1,2013,
PJMC_batteries_1,2014,
PJMC_batteries_1,2015,63.0
PJMC_batteries_1,2016,39.6
PJMC_batteries_1,2018,20.0
PJMD_batteries_1,2021,10.0
PJMD_batteries_1,2022,24.6
PJMD_batteries_1,2023,40.0
PJMD_hydroelectric_pumped_storage_1,1985,46546.5
PJME_batteries_1,2015,13.1
PJME_batteries_1,2016,22.8
PJME_batteries_1,2018,20.8
PJME_batteries_1,2019,21.900000000000002
PJME_batteries_1,2021,8.6
PJME_batteries_1,2022,4.3
PJME_batteries_1,2023,54.0
PJME_hydroelectric_pumped_storage_1,1965,6510.0
PJME_hydroelectric_pumped_storage_1,1967,12431.0
PJME_hydroelectric_pumped_storage_1,1968,4154.0
PJME_hydroelectric_pumped_storage_1,1970,7471.0
PJMW_batteries_1,2011,
PJMW_batteries_1,2014,
PJMW_batteries_1,2015,81.0
PJMW_batteries_1,2016,26.0
PJMW_batteries_1,2021,1.6
PJMW_batteries_1,2023,36.0
PJMW_hydroelectric_pumped_storage_1,1965,1023.0
PJMW_hydroelectric_pumped_storage_1,1966,1023.0
PJMW_hydroelectric_pumped_storage_1,1980,1643.0
RMRG_batteries_1,2017,2.2
RMRG_batteries_1,2018,24.5
RMRG_batteries_1,2021,2.0
RMRG_batteries_1,2023,335.0
RMRG_hydroelectric_pumped_storage_1,1954,131.75
RMRG_hydroelectric_pumped_storage_1,1967,5305.65
RMRG_hydroelectric_pumped_storage_1,1981,1782.5
RMRG_hydroelectric_pumped_storage_1,1984,1782.5
SPPC_batteries_1,2012,
SPPC_batteries_1,2017,1.5
SPPN_batteries_1,2018,1.6
SPPN_batteries_1,2020,3.0
SPPN_batteries_1,2021,6.0
SPPN_batteries_1,2022,2.1
SPPS_batteries_1,2019,26.2
SPPS_batteries_1,2020,20.0
SPPS_batteries_1,2024,400.0
SPPS_hydroelectric_pumped_storage_1,1968,1999.5
SPPS_hydroelectric_pumped_storage_1,1971,1999.5
SPPS_hydroelectric_pumped_storage_1,1972,465.0
SPPS_hydroelectric_pumped_storage_1,1979,480.5
SPPS_hydroelectric_pumped_storage_1,1981,480.5
SPPS_hydroelectric_pumped_storage_1,1982,1922.0
SRCA_batteries_1,2017,2.0
SRCA_batteries_1,2018,4.0
SRCA_batteries_1,2019,0.5
SRCA_batteries_1,2020,8.8
SRCA_batteries_1,2021,2.0
SRCA_batteries_1,2022,21.3
SRCA_batteries_1,2023,261.6
SRCA_hydroelectric_pumped_storage_1,1973,6045.0
SRCA_hydroelectric_pumped_storage_1,1975,6045.0
SRCA_hydroelectric_pumped_storage_1,1978,8928.0
SRCA_hydroelectric_pumped_storage_1,1991,22320.0
SRCE_batteries_1,2017,2.0
SRCE_batteries_1,2023,242.6
SRCE_hydroelectric_pumped_storage_1,1956,1046.25
SRCE_hydroelectric_pumped_storage_1,1978,6263.55
SRCE_hydroelectric_pumped_storage_1,1979,18789.1
SRSE_batteries_1,2020,4.4
SRSE_batteries_1,2021,80.0
SRSE_batteries_1,2022,94.3
SRSE_batteries_1,2024,130.0
SRSE_hydroelectric_pumped_storage_1,1977,4960.0
SRSE_hydroelectric_pumped_storage_1,1979,826.15
SRSE_hydroelectric_pumped_storage_1,1980,2478.45
SRSE_hydroelectric_pumped_storage_1,1995,16042.5
SRSE_hydroelectric_pumped_storage_1,2002,5084.0
SRSG_batteries_1,2011,
SRSG_batteries_1,2016,58.0
SRSG_batteries_1,2017,40.0
SRSG_batteries_1,2018,49.0
SRSG_batteries_1,2019,40.0
SRSG_batteries_1,2021,110.0
SRSG_batteries_1,2022,277.0
SRSG_batteries_1,2023,2640.0
SRSG_batteries_1,2024,980.0
SRSG_hydroelectric_pumped_storage_1,1971,888.15
SRSG_hydroelectric_pumped_storage_1,1972,1844.5
SRSG_hydroelectric_pumped_storage_1,1993,620.0
TRE_batteries_1,2018,3.0
TRE_batteries_1,2019,15.0
TRE_batteries_1,2020,124.80000000000001
TRE_batteries_1,2021,819.9
TRE_batteries_1,2022,979.15
TRE_batteries_1,2023,1891.7
TRE_batteries_1,2024,648.0
TRE_batteries_1,2025,200.0
TRE_batteries_1,2027,400.0
TRE_WEST_batteries_1,2012,
TRE_WEST_batteries_1,2017,64.0
TRE_WEST_batteries_1,2018,39.6
TRE_WEST_batteries_1,2019,42.0
TRE_WEST_batteries_1,2020,44.3
TRE_WEST_batteries_1,2021,106.5
TRE_WEST_batteries_1,2022,987.0
TRE_WEST_batteries_1,2023,1797.9
TRE_WEST_batteries_1,2024,400.0
BASN_battery_moderate_0,2030,6.0313658715689935e-05
CANO_battery_moderate_0,2030,5.861134765639754e-05
CASO_battery_moderate_0,2030,5.1370489669975884e-05
FRCC_battery_moderate_0,2030,0.00034779197815394236
ISNE_battery_moderate_0,2030,4483.27403248171
MISC_battery_moderate_0,2030,0.00010283728375941132
MISE_battery_moderate_0,2030,0.00017675734514163366
MISS_battery_moderate_0,2030,9.543020157671247e-05
MISW_battery_moderate_0,2030,0.00023306500493283492
NWPP_battery_moderate_0,2030,2.8838388955807684e-05
NYCW_battery_moderate_0,2030,6.0080861137212076e-05
NYUP_battery_moderate_0,2030,9.67278061702428e-05
PJMC_battery_moderate_0,2030,0.00011588995638972333
PJMD_battery_moderate_0,2030,9.722693607371299e-05
PJME_battery_moderate_0,2030,9.357341089399718e-05
PJMW_battery_moderate_0,2030,8.94600162242195e-05
RMRG_battery_moderate_0,2030,6.911231133708621e-05
SPPC_battery_moderate_0,2030,9.714902473212612e-05
SPPN_battery_moderate_0,2030,0.0001016375258364834
SPPS_battery_moderate_0,2030,8.962122252366513e-05
SRCA_battery_moderate_0,2030,8.141141293555688e-05
SRCE_battery_moderate_0,2030,6.618931968385975e-05
SRSE_battery_moderate_0,2030,0.00012085789849351184
SRSG_battery_moderate_0,2030,8.640196540197637e-05
TRE_battery_moderate_0,2030,9.467547286234132e-05
TRE_WEST_battery_moderate_0,2030,7.400539065684087e-05
BASN_battery_moderate_0,2040,21093.741085896025
CANO_battery_moderate_0,2040,19523.382085493406
CASO_battery_moderate_0,2040,69591.83725761891
FRCC_battery_moderate_0,2040,52128.92339016822
ISNE_battery_moderate_0,2040,76974.63739691257
MISC_battery_moderate_0,2040,21356.33420608295
MISE_battery_moderate_0,2040,10937.390939839031
MISS_battery_moderate_0,2040,8712.679054795173
MISW_battery_moderate_0,2040,53518.8275212812
NWPP_battery_moderate_0,2040,0.0005183407019281376
NYCW_battery_moderate_0,2040,11418.91873828832
NYUP_battery_moderate_0,2040,0.0691707329190574
PJMC_battery_moderate_0,2040,6452.424091194394
PJMD_battery_moderate_0,2040,59082.38555037544
PJME_battery_moderate_0,2040,57535.14000922166
PJMW_battery_moderate_0,2040,33605.24693634632
RMRG_battery_moderate_0,2040,1061.602044248764
SPPC_battery_moderate_0,2040,3741.2467464377287
SPPN_battery_moderate_0,2040,7575.784355507808
SPPS_battery_moderate_0,2040,0.004592323047608985
SRCA_battery_moderate_0,2040,37598.34195608098
SRCE_battery_moderate_0,2040,15154.819445319281
SRSE_battery_moderate_0,2040,42001.14726881148
SRSG_battery_moderate_0,2040,35666.993086187606
TRE_battery_moderate_0,2040,8608.687785881988
TRE_WEST_battery_moderate_0,2040,0.00227133196741576
BASN_battery_moderate_0,2050,60521.825156602245
CANO_battery_moderate_0,2050,57648.77421277731
CASO_battery_moderate_0,2050,98066.3686879323
FRCC_battery_moderate_0,2050,117796.01166011025
ISNE_battery_moderate_0,2050,98467.10282746599
MISC_battery_moderate_0,2050,49619.83163655877
MISE_battery_moderate_0,2050,28516.207617843942
MISS_battery_moderate_0,2050,34485.86055472969
MISW_battery_moderate_0,2050,91003.92491796167
NWPP_battery_moderate_0,2050,23243.430354859993
NYCW_battery_moderate_0,2050,15529.502407806693
NYUP_battery_moderate_0,2050,6977.515641572971
PJMC_battery_moderate_0,2050,15271.144729061898
PJMD_battery_moderate_0,2050,106497.38957226246
PJME_battery_moderate_0,2050,111640.88416536395
PJMW_battery_moderate_0,2050,86011.15745267585
RMRG_battery_moderate_0,2050,14024.110652254429
SPPC_battery_moderate_0,2050,18661.86168432497
SPPN_battery_moderate_0,2050,13315.116933485748
SPPS_battery_moderate_0,2050,3081.8028902111996
SRCA_battery_moderate_0,2050,94350.22546106686
SRCE_battery_moderate_0,2050,57513.8547647093
SRSE_battery_moderate_0,2050,93086.60673289414
SRSG_battery_moderate_0,2050,81288.95606240873
TRE_battery_moderate_0,2050,38592.787304787926
TRE_WEST_battery_moderate_0,2050,0.01125734923914195
